ID,Category,Question,Sample_Answer
FAQ284,اطلاعات,آیا شرکت‌ها می‌توانند برند خود را در فضای نمایشگاه بیشتر در معرض دید قرار دهند؟,بله. علاوه بر غرفه، امکان استفاده از ظرفیت‌های تبلیغاتی، رسانه‌ای و فرصت‌های معرفی برند برای افزایش دیده‌شدن وجود دارد.
FAQ285,اطلاعات,آیا امکان دریافت مشاوره برای انتخاب نوع حضور در نمایشگاه وجود دارد؟,بله. تیم اجرایی نمایشگاه می‌تواند درباره نوع مشارکت، انتخاب فضای مناسب و خدمات مورد نیاز، راهنمایی‌های لازم را ارائه کند.
FAQ286,اطلاعات,آیا نمایشگاه بین‌المللی ایران فارما برنامه‌ای برای حمایت از نوآوری دارد؟,بله. بخش‌های فناورانه نمایشگاه با هدف معرفی ایده‌ها، فناوری‌های نوین و حمایت از ارتباط میان نوآوران و صنعت طراحی شده‌اند.
FAQ287,خدمات,آیا دبیرخانه می‌تواند درخواست رزرو غرفه یا اسپانسری را رد کند؟,بله، دبیرخانه در پذیرش یا رد درخواست‌ها اختیار کامل دارد و درخواست شرکت‌هایی که با اهداف یا موضوع نمایشگاه مغایرت دارند رد خواهد شد.
FAQ288,خدمات,در صورت تکمیل نکردن به‌موقع مراحل ثبت‌نام چه اتفاقی می‌افتد؟,رزرو غرفه لغو شده و وجوه پرداختی مسترد نخواهد شد.
FAQ289,خدمات,هزینه مشارکت چه زمانی باید پرداخت شود؟,کل هزینه مشارکت باید هنگام ثبت‌نام و بر اساس فضای درخواستی پرداخت شود.
FAQ290,خدمات,هزینه درج‌شده در فرم رزرو شامل چه خدماتی است؟,این مبلغ صرفاً بابت اجاره فضای نمایشگاهی است و هزینه پارتیشن‌بندی و ارائه خدمات مجزا خواهد بود.
FAQ291,خدمات,آیا اطلاعات شرکت در کتاب نمایشگاه درج می‌شود؟,بله، پروفایل شرکت به‌صورت رایگان در کتاب رسمی نمایشگاه منتشر می‌شود.
FAQ292,خدمات,مسئولیت صحت اطلاعات درج‌شده در کتاب نمایشگاه بر عهده چه کسی است؟,مسئولیت آن بر عهده مشارکت‌کننده است.
FAQ293,خدمات,تا چه زمانی می‌توان درخواست تغییر نوع غرفه را ارائه کرد؟,تا پیش از ۲۱ شهریور ۱۴۰۵ به‌صورت مکتوب.
FAQ294,خدمات,چه کالاهایی مجاز به عرضه در نمایشگاه هستند؟,فقط کالاها و خدمات مرتبط با موضوع نمایشگاه یعنی دارو و صنایع وابسته
FAQ295,خدمات,محصولات عرضه‌شده باید چه ویژگی‌ای داشته باشند؟,باید از کیفیت مناسب برای ارائه در یک نمایشگاه بین‌المللی برخوردار باشند.
FAQ296,خدمات,آیا برای درج بنر، نمایش پوستر و کاتالوگ نیاز به تأییدیه وجود دارد؟,بله، باید به تأیید دبیرخانه برسند.
FAQ297,خدمات,آیا ارتفاع غرفه‌سازی محدودیت دارد؟,بله، باید به تأیید واحد خدمات نمایشگاهی دبیرخانه ایران فارما برسد.
FAQ298,خدمات,غرفه‌داران غرفه خام چه مسئولیتی دارند؟,باید شخصاً نسبت به ساخت و تجهیز غرفه اقدام کنند.
FAQ299,خدمات,معرفی غرفه‌ساز تا چه تاریخی الزامی است؟,حداکثر تا ۲۱ شهریور.
FAQ300,خدمات,نقشه غرفه‌سازی چه زمانی باید تحویل شود؟,حداکثر تا ۱ شهریور ۱۴۰۵.
FAQ301,خدمات,در صورت مغایرت نقشه با ضوابط نمایشگاه چه می‌شود؟,اصلاحات لازم اعمال شده و رعایت آن برای مشارکت‌کننده الزامی است.
FAQ302,خدمات,مسئول خسارت‌های ناشی از عملکرد غرفه‌ساز چه کسی است؟,مشارکت‌کننده.
FAQ303,خدمات,آیا نوشتن تبلیغات روی پشت سازه‌های مشرف به غرفه‌های مجاور مجاز است؟,خیر مجاز نیست
FAQ304,خدمات,انشعاب برق تا کجا تأمین می‌شود؟,تا نزدیک‌ترین پست برق سالن.
FAQ305,خدمات,درخواست برق سه‌فاز چگونه انجام می‌شود؟,باید حداکثر تا ۱ شهریور به‌صورت کتبی اعلام شود.
FAQ306,خدمات,استفاده از پانل گچی و مصالح سنگین مجاز است؟,خیر مجاز نیست
FAQ307,خدمات,آیا پس از تخصیص غرفه امکان انصراف وجود دارد؟,بله، اما وجه پرداختی مسترد نمی‌شود.
FAQ308,خدمات,آیا می‌توان متراژ رزرو شده را کاهش داد؟,خیر این امکان وجود ندارد
FAQ309,خدمات,اگر غرفه تحویل گرفته شود اما مورد استفاده قرار نگیرد چه می‌شود؟,هیچ مبلغی بازگردانده نمی‌شود.
FAQ310,خدمات,آیا محل غرفه پس از اعلام ممکن است تغییر کند؟,بله، در شرایط خاص دبیرخانه می‌تواند محل غرفه را تغییر دهد.
FAQ311,خدمات,غرفه‌سازی از چه تاریخی آغاز می‌شود؟,از ساعت ۸ صبح روز ۲۸ شهریور ۱۴۰۵.
FAQ312,خدمات,آخرین مهلت غرفه‌سازی چه زمانی است؟,تا ساعت ۱۸ روز ۳۱ شهریور ۱۴۰۵.
FAQ313,خدمات,آیا واگذاری غرفه به شرکت دیگر مجاز است؟,خیر مجاز نیست و در صورت اطلاع از این موضوع پیگرد دارد
FAQ314,خدمات,مسئول نظافت داخل غرفه چه کسی است؟,نظافت راهروها با ستاد اجرایی است اما مسئولیت نظافت هر غرفه با خود شرکت و غرفه‌دار است.
FAQ315,خدمات,آیا حضور غرفه‌داران در طول ساعات نمایشگاه الزامی است؟,بله الزامی است
FAQ316,خدمات,نگهداری مواد آتش‌زا در غرفه مجاز است؟,خیر مجاز نیست
FAQ317,خدمات,در صورت مفقود شدن کالا در ساعات بازدید نمایشگاه مسئولیت با چه کسی است؟,غرفه‌دار
FAQ318,خدمات,تخلیه غرفه‌ها از چه زمانی آغاز می‌شود؟,از ساعت ۱۸ روز ۳ مهر ۱۴۰۵.
FAQ319,خدمات,تخریب غرفه‌ها از چه زمانی مجاز است؟,از ساعت ۲۲ روز ۳ مهر ۱۴۰۵.
FAQ320,خدمات,اگر غرفه در موعد مقرر تخلیه نشود چه می‌شود؟,دبیرخانه وسایل را به انبار منتقل کرده و هزینه آن را دریافت می‌کند.
FAQ321,خدمات,کارت شناسایی غرفه‌داران چگونه صادر می‌شود؟,بر اساس سطح مشارکت و متراژ و هر 6 متر مربع  یک غرفه دار توسط دبیرخانه صادر می شود
FAQ322,خدمات,آخرین مهلت معرفی غرفه‌داران در سامانه چه زمانی است؟,روز 21 شهریور 1405
FAQ323,خدمات,آیا ورود خودرو به محوطه نمایشگاه در زمان برگزاری مجاز است؟,خیر
FAQ324,خدمات,استفاده از تجهیزات صوتی و تصویری چه شرایطی دارد؟,با مجوز دبیرخانه و بدون ایجاد مزاحمت برای دیگران مجاز است
FAQ325,خدمات,آیا درج آگهی در کتاب نمایشگاه رایگان است؟,خیر، هزینه جداگانه دارد.
FAQ326,خدمات,آیا دریافت اطلاعات بازدیدکنندگان از طریق اسکن کارت امکان‌پذیر است؟,بله، با پرداخت هزینه جداگانه و هماهنگی با واحد تبلیغات و مارکتینگ نمایشگاه
FAQ327,خدمات,در شرایط فورس ماژور چه مسئولیتی متوجه دبیرخانه است؟,هیچ مسئولیتی متوجه دبیرخانه نخواهد بود.
FAQ328,خدمات,در صورت تعطیلی غرفه به دلیل تخلف، آیا هزینه‌ها بازگردانده می‌شود؟,خیر عودت داده نمی شود
FAQ_Y1,اطلاعات,کی تو این نمایشگاه هستن,تولیدکنندگان دارو، تأمین‌کنندگان مواد اولیه دارویی، متخصصان سلامت، توزیع‌کنندگان، واردکنندگان، صادرکنندگان، پژوهشگران، سرمایه‌گذاران و مدیران صنعت داروسازی، دانشجویان، اساتید دانشگاهی و ... می‌توانند از حضور در این نمایشگاه بهره‌مند شوند.
FAQ_Y2,اطلاعات,کتاب ایران فارما از کجا بگیرم,مشارکت‌کنندگان می‌توانند با مراجعه به ستون اطلاعات نمایشگاه، کتاب نمایشگاه را تهیه کنند.
FAQ_Y3,اطلاعات,کتاب ایران فارما از کجا بخریم,مشارکت‌کنندگان می‌توانند با مراجعه به ستون اطلاعات نمایشگاه، کتاب نمایشگاه را تهیه کنند.
FAQ_Y4,اطلاعات,شماره تماس دبیرخانه چنده,برای تماس با دبیرخانه می‌توانید از طریق ایمیل info@iphexpo.com یا فرم تماس در سایت IPHEXPO.COM اقدام کنید.
